U:0,U:1,U:2,p,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
0.373434,5.95825e-13,0,1065.62,1,68.2,-31.8,0,0.5,341
0.373415,5.90471e-13,0,1065.53,1,68.4,-31.6,0,0.5,342
0.373395,5.85117e-13,0,1065.44,1,68.6,-31.4,0,0.5,343
0.373375,5.79763e-13,0,1065.35,1,68.8,-31.2,0,0.5,344
0.373355,5.74409e-13,0,1065.26,1,69,-31,0,0.5,345
0.373335,5.69055e-13,0,1065.18,1,69.2,-30.8,0,0.5,346
0.373315,5.63701e-13,0,1065.09,1,69.4,-30.6,0,0.5,347
0.373295,5.58347e-13,0,1065,1,69.6,-30.4,0,0.5,348
0.373285,5.2501e-13,0,1064.91,1,69.8,-30.2,0,0.5,349
0.373305,3.97819e-13,0,1064.81,1,70,-30,0,0.5,350
0.373325,2.70628e-13,0,1064.72,1,70.2,-29.8,0,0.5,351
0.373345,1.43438e-13,0,1064.62,1,70.4,-29.6,0,0.5,352
0.373365,1.62467e-14,0,1064.53,1,70.6,-29.4,0,0.5,353
0.373385,-1.10943e-13,0,1064.44,1,70.8,-29.2,0,0.5,354
0.373404,-2.38134e-13,0,1064.34,1,71,-29,0,0.5,355
0.373424,-3.65325e-13,0,1064.25,1,71.2,-28.8,0,0.5,356
0.373444,-4.92515e-13,0,1064.15,1,71.4,-28.6,0,0.5,357
0.373464,-6.19706e-13,0,1064.06,1,71.6,-28.4,0,0.5,358
0.373484,-7.46896e-13,0,1063.97,1,71.8,-28.2,0,0.5,359
0.373504,-8.74087e-13,0,1063.87,1,72,-28,0,0.5,360
0.373524,-1.00128e-12,0,1063.78,1,72.2,-27.8,0,0.5,361
0.373544,-1.12847e-12,0,1063.69,1,72.4,-27.6,0,0.5,362
0.373564,-1.25566e-12,0,1063.59,1,72.6,-27.4,0,0.5,363
